JAR,AMENDMENT,TRT,DAY,HOUR,X12C,X13C
151,CELLULOSE,NR,24,567,494.1577924,4.83128156
152,CELLULOSE,NR,24,567,557.7934417,5.485234117
153,CELLULOSE,NR,24,567,434.9653357,3.632714584
169,OXALATE,NR,24,567,508.6800667,14.74404863
170,OXALATE,NR,24,567,646.777177,15.71753493
171,OXALATE,NR,24,567,584.5802614,14.76112586
178,PHENOL,NR,24,567,479.1560402,4.568794533
179,PHENOL,NR,24,567,417.8688477,4.186196553
180,PHENOL,NR,24,567,,
7,CELLULOSE,CTL,26,615,,
8,CELLULOSE,CTL,26,615,599.4299994,2.624956486
9,CELLULOSE,CTL,26,615,455.7847322,2.076880746
25,OXALATE,CTL,26,615,482.2942216,15.36334022
26,OXALATE,CTL,26,615,591.0878616,12.92457803
27,OXALATE,CTL,26,615,470.5521187,11.63808422
34,PHENOL,CTL,26,615,511.4819613,4.358778689
35,PHENOL,CTL,26,615,523.307216,4.621721316
36,PHENOL,CTL,26,615,565.9381388,4.77526222
43,CELLULOSE,DW,26,615,718.9009396,2.069640775
44,CELLULOSE,DW,26,615,586.8889765,3.811738415
45,CELLULOSE,DW,26,615,826.6845902,2.465870451
61,OXALATE,DW,26,615,798.3518226,14.94847466
62,OXALATE,DW,26,615,804.9679025,16.0706196
63,OXALATE,DW,26,615,863.9967164,13.99157293
70,PHENOL,DW,26,615,808.8524478,7.573789992
71,PHENOL,DW,26,615,894.6827937,7.325769457
72,PHENOL,DW,26,615,794.3026247,7.024249644
79,CELLULOSE,DL,26,615,,
80,CELLULOSE,DL,26,615,600.7753489,2.997006163
81,CELLULOSE,DL,26,615,665.9802156,3.773217035
97,OXALATE,DL,26,615,600.2114673,13.41392653
98,OXALATE,DL,26,615,,
99,OXALATE,DL,26,615,726.3969204,12.59465811
106,PHENOL,DL,26,615,714.6962979,5.401115726
107,PHENOL,DL,26,615,604.6853027,4.787653889
108,PHENOL,DL,26,615,600.7148396,4.782286399
115,CELLULOSE,NI,26,615,420.9806926,6.9116798
116,CELLULOSE,NI,26,615,392.7929595,6.883225982
117,CELLULOSE,NI,26,615,385.6944596,6.674043667
133,OXALATE,NI,26,615,380.9249335,15.14599411
134,OXALATE,NI,26,615,343.6301351,14.04858002
135,OXALATE,NI,26,615,358.3037565,13.29101268
142,PHENOL,NI,26,615,445.671826,5.46756376
143,PHENOL,NI,26,615,408.9793315,5.249476195
144,PHENOL,NI,26,615,310.2983679,4.315446429
151,CELLULOSE,NR,26,615,523.8775306,5.035596152
152,CELLULOSE,NR,26,615,591.4777288,5.701975162
153,CELLULOSE,NR,26,615,456.8186872,3.758953067
169,OXALATE,NR,26,615,536.2548688,14.78688095
170,OXALATE,NR,26,615,679.7077641,15.76635712
171,OXALATE,NR,26,615,614.7913289,14.80748293
178,PHENOL,NR,26,615,505.5876251,4.656337207
179,PHENOL,NR,26,615,438.7130317,4.254258442
180,PHENOL,NR,26,615,,
7,CELLULOSE,CTL,27,640,,
8,CELLULOSE,CTL,27,640,620.8613306,2.763682029
9,CELLULOSE,CTL,27,640,467.1218517,2.153574712
25,OXALATE,CTL,27,640,493.4150781,15.37593848
26,OXALATE,CTL,27,640,608.2778006,12.94356623
27,OXALATE,CTL,27,640,478.7841888,11.64691353
34,PHENOL,CTL,27,640,529.2096875,4.417474751
35,PHENOL,CTL,27,640,541.2229689,4.684508059
36,PHENOL,CTL,27,640,581.4320207,4.826385385
43,CELLULOSE,DW,27,640,743.7336531,2.203276786
44,CELLULOSE,DW,27,640,599.9808833,4.001477994
45,CELLULOSE,DW,27,640,854.6357111,2.605087703
61,OXALATE,DW,27,640,824.5954085,14.98627374
62,OXALATE,DW,27,640,826.7018239,16.09780526
63,OXALATE,DW,27,640,892.8799521,14.02930903
70,PHENOL,DW,27,640,836.1291057,7.661825359
71,PHENOL,DW,27,640,925.3336889,7.410502423
72,PHENOL,DW,27,640,816.2791831,7.080984945
79,CELLULOSE,DL,27,640,,
80,CELLULOSE,DL,27,640,608.9469445,3.045790013
81,CELLULOSE,DL,27,640,688.7496418,3.897350212
97,OXALATE,DL,27,640,614.5818664,13.43056739
98,OXALATE,DL,27,640,,
99,OXALATE,DL,27,640,750.1077339,12.62188126
106,PHENOL,DL,27,640,732.9468495,5.457444489
107,PHENOL,DL,27,640,622.7267976,4.842484025
108,PHENOL,DL,27,640,606.2552138,4.797187696
115,CELLULOSE,NI,27,640,435.1301549,7.130103689
116,CELLULOSE,NI,27,640,403.7560842,7.049057254
117,CELLULOSE,NI,27,640,400.3453052,6.944502131
133,OXALATE,NI,27,640,395.2660085,15.18552926
134,OXALATE,NI,27,640,355.6071056,14.07202934
135,OXALATE,NI,27,640,369.1653553,13.31278549
142,PHENOL,NI,27,640,461.6651912,5.522292216
143,PHENOL,NI,27,640,424.5974494,5.302159996
144,PHENOL,NI,27,640,320.508333,4.348726132
151,CELLULOSE,NR,27,640,540.2240016,5.144180158
152,CELLULOSE,NR,27,640,608.50851,5.796656023
153,CELLULOSE,NR,27,640,465.7451178,3.80382228
169,OXALATE,NR,27,640,552.1662646,14.81125835
170,OXALATE,NR,27,640,702.2337041,15.79956483
171,OXALATE,NR,27,640,625.2166719,14.82311466
178,PHENOL,NR,27,640,520.4305061,4.704988638
179,PHENOL,NR,27,640,449.5664249,4.289179707
180,PHENOL,NR,27,640,,
7,CELLULOSE,CTL,28,660,,
8,CELLULOSE,CTL,28,660,632.307194,2.84235586
9,CELLULOSE,CTL,28,660,472.5330144,2.19305743
16,LIGNIN,CTL,1,21,38.41344008,0.266205753
17,LIGNIN,CTL,1,21,37.70643605,0.275976974
18,LIGNIN,CTL,1,21,38.0574116,0.245192709
25,OXALATE,CTL,28,660,502.2748638,15.38759933
26,OXALATE,CTL,28,660,623.5368107,12.96268512
27,OXALATE,CTL,28,660,482.7708994,11.65185115
34,PHENOL,CTL,28,660,542.172751,4.458716686
35,PHENOL,CTL,28,660,531.4081654,4.647881647
36,PHENOL,CTL,28,660,590.0977739,4.853421627
43,CELLULOSE,DW,28,660,764.612881,2.319884811
44,CELLULOSE,DW,28,660,607.1967269,4.122896706
45,CELLULOSE,DW,28,660,870.4781663,2.685702094
52,LIGNIN,DW,1,21,46.07482322,0.271288237
53,LIGNIN,DW,1,21,49.61989793,0.283861111
54,LIGNIN,DW,1,21,55.58140068,0.281928438
61,OXALATE,DW,28,660,842.6301452,15.00848089
62,OXALATE,DW,28,660,831.8256917,16.10227919
63,OXALATE,DW,28,660,899.9995249,14.03407492
70,PHENOL,DW,28,660,853.5414182,7.704779444
71,PHENOL,DW,28,660,946.1875471,7.454665387
72,PHENOL,DW,28,660,828.3017282,7.109867395
79,CELLULOSE,DL,28,660,,
80,CELLULOSE,DL,28,660,615.8459572,3.083721477
81,CELLULOSE,DL,28,660,693.1373013,3.910575125
88,LIGNIN,DL,1,21,43.94366894,0.287609062
89,LIGNIN,DL,1,21,41.71908686,0.273196291
90,LIGNIN,DL,1,21,42.75367446,0.28471313
97,OXALATE,DL,28,660,628.7455339,13.45464202
98,OXALATE,DL,28,660,,
99,OXALATE,DL,28,660,767.8563817,12.66092025
106,PHENOL,DL,28,660,743.8364923,5.491754194
107,PHENOL,DL,28,660,623.9627391,4.846606403
108,PHENOL,DL,28,660,618.9403909,4.835339062
115,CELLULOSE,NI,28,660,445.4325514,7.287617144
116,CELLULOSE,NI,28,660,410.3511095,7.148731927
117,CELLULOSE,NI,28,660,408.3323195,7.106694302
124,LIGNIN,NI,1,21,26.78442256,0.204283755
125,LIGNIN,NI,1,21,26.49318952,0.194778081
126,LIGNIN,NI,1,21,26.35400499,0.188718153
133,OXALATE,NI,28,660,404.7846057,15.20341569
134,OXALATE,NI,28,660,358.0850328,14.07412927
135,OXALATE,NI,28,660,367.5726638,13.30759933
142,PHENOL,NI,28,660,474.6994423,5.574136264
143,PHENOL,NI,28,660,437.2354371,5.351788809
144,PHENOL,NI,28,660,324.3168331,4.362775117
151,CELLULOSE,NR,28,660,533.1773958,5.086049548
152,CELLULOSE,NR,28,660,623.4543352,5.873969921
153,CELLULOSE,NR,28,660,468.8260038,3.814144329
160,LIGNIN,NR,1,21,35.4763991,0.28111647
161,LIGNIN,NR,1,21,36.23141378,0.267464627
162,LIGNIN,NR,1,21,42.27694699,0.288145268
169,OXALATE,NR,28,660,560.7120071,14.8233001
170,OXALATE,NR,28,660,717.6777092,15.82193729
171,OXALATE,NR,28,660,626.9363524,14.82531988
178,PHENOL,NR,28,660,525.5825339,4.723093253
179,PHENOL,NR,28,660,453.5808881,4.301900901
180,PHENOL,NR,28,660,,
7,CELLULOSE,CTL,29,684,,
8,CELLULOSE,CTL,29,684,658.8738354,3.021276274
9,CELLULOSE,CTL,29,684,480.6252354,2.247686889
16,LIGNIN,CTL,2,45,72.29704991,0.499166795
17,LIGNIN,CTL,2,45,71.5016784,0.520136151
18,LIGNIN,CTL,2,45,66.7847437,0.427944755
25,OXALATE,CTL,29,684,514.5860412,15.40466247
26,OXALATE,CTL,29,684,642.7424387,12.98958857
27,OXALATE,CTL,29,684,490.5102463,11.66212823
34,PHENOL,CTL,29,684,551.2630184,4.492168619
35,PHENOL,CTL,29,684,540.7699209,4.682180902
36,PHENOL,CTL,29,684,601.8654266,4.893844706
43,CELLULOSE,DW,29,684,785.7217307,2.443742555
44,CELLULOSE,DW,29,684,618.9192398,4.298304577
45,CELLULOSE,DW,29,684,902.1423328,2.848885795
52,LIGNIN,DW,2,45,88.30677562,0.486459084
53,LIGNIN,DW,2,45,93.99143769,0.511618755
54,LIGNIN,DW,2,45,112.4955981,0.515038291
61,OXALATE,DW,29,684,862.608852,15.03514881
62,OXALATE,DW,29,684,842.5851535,16.11506628
63,OXALATE,DW,29,684,914.9139459,14.05174065
70,PHENOL,DW,29,684,884.0346339,7.797825902
71,PHENOL,DW,29,684,981.0180386,7.546230209
72,PHENOL,DW,29,684,840.7069095,7.14165892
79,CELLULOSE,DL,29,684,,
80,CELLULOSE,DL,29,684,625.0038058,3.139380616
81,CELLULOSE,DL,29,684,701.5364345,3.946475087
88,LIGNIN,DL,2,45,82.83801832,0.501617483
89,LIGNIN,DL,2,45,76.68087092,0.461553064
90,LIGNIN,DL,2,45,79.91535981,0.495652193
97,OXALATE,DL,29,684,644.1633006,13.47434225
98,OXALATE,DL,29,684,,
99,OXALATE,DL,29,684,794.7141502,12.69048368
106,PHENOL,DL,29,684,763.4478553,5.549236815
107,PHENOL,DL,29,684,636.9223047,4.884949547
108,PHENOL,DL,29,684,629.8215811,4.865716681
115,CELLULOSE,NI,29,684,441.9337458,7.180406278
116,CELLULOSE,NI,29,684,420.4391756,7.27016816
117,CELLULOSE,NI,29,684,413.1909316,7.182221365
124,LIGNIN,NI,2,45,48.48573617,0.372625215
125,LIGNIN,NI,2,45,46.72637473,0.344905806
126,LIGNIN,NI,2,45,47.33577401,0.349240948
133,OXALATE,NI,29,684,416.9483389,15.23554858
134,OXALATE,NI,29,684,360.7617615,14.07959209
135,OXALATE,NI,29,684,375.7042316,13.32421104
142,PHENOL,NI,29,684,461.7898624,5.522554739
143,PHENOL,NI,29,684,437.7347008,5.351286086
144,PHENOL,NI,29,684,330.2780155,4.382838009
151,CELLULOSE,NR,29,684,540.2240301,5.125952806
152,CELLULOSE,NR,29,684,643.1094405,5.978951367
153,CELLULOSE,NR,29,684,478.1390236,3.858838482
160,LIGNIN,NR,2,45,66.1772892,0.553186996
161,LIGNIN,NR,2,45,62.91664334,0.473187109
162,LIGNIN,NR,2,45,75.59619902,0.560216433
169,OXALATE,NR,29,684,561.920388,14.82649043
170,OXALATE,NR,29,684,743.2920044,15.86868777
171,OXALATE,NR,29,684,645.4842094,14.85585885
178,PHENOL,NR,29,684,539.0631345,4.770735603
179,PHENOL,NR,29,684,461.3683785,4.32871203
180,PHENOL,NR,29,684,,
7,CELLULOSE,CTL,30,708,,
8,CELLULOSE,CTL,30,708,684.0536448,3.183229343
9,CELLULOSE,CTL,30,708,490.589113,2.313195575
16,LIGNIN,CTL,3,69,105.0508745,0.771967665
17,LIGNIN,CTL,3,69,104.5253398,0.793892371
18,LIGNIN,CTL,3,69,89.83884509,0.60490219
25,OXALATE,CTL,30,708,529.5619862,15.42541584
26,OXALATE,CTL,30,708,661.2333235,13.01706478
27,OXALATE,CTL,30,708,498.1288311,11.67182152
34,PHENOL,CTL,30,708,560.4247529,4.519768013
35,PHENOL,CTL,30,708,555.1060269,4.732128664
36,PHENOL,CTL,30,708,609.8556461,4.918955454
43,CELLULOSE,DW,30,708,809.2347239,2.582757111
44,CELLULOSE,DW,30,708,629.847472,4.477218467
45,CELLULOSE,DW,30,708,929.1066209,2.993138132
52,LIGNIN,DW,3,69,127.9665127,0.707668014
53,LIGNIN,DW,3,69,136.3689971,0.753185487
54,LIGNIN,DW,3,69,171.6113507,0.770095947
61,OXALATE,DW,30,708,884.1605315,15.05582768
62,OXALATE,DW,30,708,858.5927629,16.13373031
63,OXALATE,DW,30,708,941.7348353,14.08358785
70,PHENOL,DW,30,708,918.0882806,7.916942105
71,PHENOL,DW,30,708,1015.178458,7.650648073
72,PHENOL,DW,30,708,859.6747796,7.19547903
79,CELLULOSE,DL,30,708,,
80,CELLULOSE,DL,30,708,632.1263635,3.171794012
81,CELLULOSE,DL,30,708,709.584235,3.976834731
88,LIGNIN,DL,3,69,117.8694544,0.678232411
89,LIGNIN,DL,3,69,107.5809134,0.611026717
90,LIGNIN,DL,3,69,102.0773928,0.599218689
97,OXALATE,DL,30,708,661.1737145,13.49665587
98,OXALATE,DL,30,708,,
99,OXALATE,DL,30,708,818.2366712,12.72255968
106,PHENOL,DL,30,708,780.1753779,5.600500253
107,PHENOL,DL,30,708,640.0165257,4.893305268
108,PHENOL,DL,30,708,629.0494064,4.862783451
115,CELLULOSE,NI,30,708,451.5912451,7.296282257
116,CELLULOSE,NI,30,708,426.9288148,7.328666605
117,CELLULOSE,NI,30,708,422.0664036,7.32942707
124,LIGNIN,NI,3,69,68.15113293,0.518217654
125,LIGNIN,NI,3,69,64.77487705,0.470366846
126,LIGNIN,NI,3,69,67.07043824,0.494227277
133,OXALATE,NI,30,708,422.8952348,15.24815973
134,OXALATE,NI,30,708,366.7614433,14.09035838
135,OXALATE,NI,30,708,383.7669294,13.33945211
142,PHENOL,NI,30,708,464.4379636,5.529185682
143,PHENOL,NI,30,708,448.848017,5.387881413
144,PHENOL,NI,30,708,335.9492014,4.400397843
151,CELLULOSE,NR,30,708,553.3641614,5.204928721
152,CELLULOSE,NR,30,708,662.0223346,6.078057839
153,CELLULOSE,NR,30,708,485.6846618,3.892570733
160,LIGNIN,NR,3,69,86.35108144,0.742311018
161,LIGNIN,NR,3,69,89.01697284,0.66841277
162,LIGNIN,NR,3,69,106.2194248,0.819577238
169,OXALATE,NR,30,708,566.5578353,14.83066095
170,OXALATE,NR,30,708,765.0098562,15.89293656
171,OXALATE,NR,30,708,658.2741372,14.87203789
178,PHENOL,NR,30,708,542.7684393,4.781055303
179,PHENOL,NR,30,708,466.3927107,4.343750589
180,PHENOL,NR,30,708,,
7,CELLULOSE,CTL,31,732,,
8,CELLULOSE,CTL,31,732,705.6958114,3.336366818
9,CELLULOSE,CTL,31,732,496.3079731,2.35298513
16,LIGNIN,CTL,4,93,130.9100632,0.984301752
17,LIGNIN,CTL,4,93,133.7136839,1.052722349
18,LIGNIN,CTL,4,93,113.3077259,0.787481255
25,OXALATE,CTL,31,732,530.6495248,15.43073621
26,OXALATE,CTL,31,732,678.4673541,13.05782415
27,OXALATE,CTL,31,732,504.4093183,11.68164559
34,PHENOL,CTL,31,732,570.4269615,4.555196091
35,PHENOL,CTL,31,732,580.2986048,4.797198232
36,PHENOL,CTL,31,732,612.2465373,4.947984084
43,CELLULOSE,DW,31,732,824.7726483,2.679831203
44,CELLULOSE,DW,31,732,634.3478258,4.59520702
45,CELLULOSE,DW,31,732,953.8852948,3.133543638
52,LIGNIN,DW,4,93,163.6503203,0.911816664
53,LIGNIN,DW,4,93,174.7779605,0.977027438
54,LIGNIN,DW,4,93,231.2781909,1.015605229
61,OXALATE,DW,31,732,908.9291383,15.091381
62,OXALATE,DW,31,732,867.0915841,16.14549195
63,OXALATE,DW,31,732,964.4232865,14.11569834
70,PHENOL,DW,31,732,944.9001084,8.012126468
71,PHENOL,DW,31,732,1046.661144,7.72463917
72,PHENOL,DW,31,732,870.4791121,7.217980645
79,CELLULOSE,DL,31,732,,
80,CELLULOSE,DL,31,732,639.507648,3.209670663
81,CELLULOSE,DL,31,732,710.9097549,3.971224919
88,LIGNIN,DL,4,93,145.3779261,0.804466975
89,LIGNIN,DL,4,93,133.1537817,0.725719508
90,LIGNIN,DL,4,93,126.3040446,0.710159727
97,OXALATE,DL,31,732,673.3649966,13.50988913
98,OXALATE,DL,31,732,,
99,OXALATE,DL,31,732,837.7098468,12.74157735
106,PHENOL,DL,31,732,786.1626935,5.619783046
107,PHENOL,DL,31,732,655.769612,4.941186504
108,PHENOL,DL,31,732,637.031414,4.885968686
115,CELLULOSE,NI,31,732,462.4617057,7.450670973
116,CELLULOSE,NI,31,732,433.1469604,7.396029023
117,CELLULOSE,NI,31,732,428.92648,7.434792211
124,LIGNIN,NI,4,93,84.83667899,0.637976337
125,LIGNIN,NI,4,93,80.74223486,0.5768495
126,LIGNIN,NI,4,93,83.81190695,0.61540744
133,OXALATE,NI,31,732,409.8564393,15.20716037
134,OXALATE,NI,31,732,369.5307701,14.09422223
135,OXALATE,NI,31,732,380.6454615,13.3318789
142,PHENOL,NI,31,732,475.766512,5.570124026
143,PHENOL,NI,31,732,451.7733593,5.397478344
144,PHENOL,NI,31,732,339.2052689,4.409661283
151,CELLULOSE,NR,31,732,551.4650109,5.178538572
152,CELLULOSE,NR,31,732,675.8524085,6.131675592
153,CELLULOSE,NR,31,732,489.1429111,3.901384179
160,LIGNIN,NR,4,93,109.4818727,0.969401212
161,LIGNIN,NR,4,93,113.686081,0.865893273
162,LIGNIN,NR,4,93,116.1612472,0.928374721
169,OXALATE,NR,31,732,573.8099413,14.84368131
170,OXALATE,NR,31,732,784.511419,15.93941442
171,OXALATE,NR,31,732,665.7279869,14.89208217
178,PHENOL,NR,31,732,545.5509649,4.790818473
179,PHENOL,NR,31,732,473.0738799,4.366523042
180,PHENOL,NR,31,732,,
7,CELLULOSE,CTL,33,781,,
8,CELLULOSE,CTL,33,781,735.9910232,3.548894191
9,CELLULOSE,CTL,33,781,524.2843262,2.544062079
16,LIGNIN,CTL,6,142,173.1991402,1.311791818
17,LIGNIN,CTL,6,142,176.1650265,1.396153453
18,LIGNIN,CTL,6,142,158.0223365,1.082994447
25,OXALATE,CTL,33,781,556.6792512,15.46384532
26,OXALATE,CTL,33,781,703.9056888,13.08875778
27,OXALATE,CTL,33,781,528.228715,11.7105234
34,PHENOL,CTL,33,781,593.7280192,4.633225902
35,PHENOL,CTL,33,781,605.4385027,4.88495499
36,PHENOL,CTL,33,781,640.5989422,5.036364444
43,CELLULOSE,DW,33,781,863.7180192,2.898485299
44,CELLULOSE,DW,33,781,676.6752257,5.252154585
45,CELLULOSE,DW,33,781,996.0457942,3.332733821
52,LIGNIN,DW,6,142,214.7850497,1.176363433
53,LIGNIN,DW,6,142,228.2746855,1.259015087
54,LIGNIN,DW,6,142,315.5914977,1.326881109
61,OXALATE,DW,33,781,948.9925822,15.13948221
62,OXALATE,DW,33,781,907.342615,16.19372559
63,OXALATE,DW,33,781,1002.293367,14.16030953
70,PHENOL,DW,33,781,983.379641,8.114869004
71,PHENOL,DW,33,781,1092.380628,7.834061923
72,PHENOL,DW,33,781,912.1925633,7.319693209
79,CELLULOSE,DL,33,781,,
80,CELLULOSE,DL,33,781,670.6531332,3.388855035
81,CELLULOSE,DL,33,781,742.264245,4.120353621
88,LIGNIN,DL,6,142,193.8745499,1.025610273
89,LIGNIN,DL,6,142,178.3574543,0.933070389
90,LIGNIN,DL,6,142,176.9747587,0.928665803
97,OXALATE,DL,33,781,703.3556387,13.54778249
98,OXALATE,DL,33,781,,
99,OXALATE,DL,33,781,870.1460136,12.78166547
106,PHENOL,DL,33,781,819.707126,5.715512573
107,PHENOL,DL,33,781,688.8341677,5.036661838
108,PHENOL,DL,33,781,670.2474616,4.982027352
115,CELLULOSE,NI,33,781,483.5257235,7.711473858
116,CELLULOSE,NI,33,781,458.2653463,7.640376197
117,CELLULOSE,NI,33,781,456.0912905,7.822619131
124,LIGNIN,NI,6,142,112.7484792,0.840845954
125,LIGNIN,NI,6,142,108.3523775,0.762920917
126,LIGNIN,NI,6,142,114.5650532,0.829609755
133,OXALATE,NI,33,781,431.1823641,15.25632036
134,OXALATE,NI,33,781,390.8521045,14.13273951
135,OXALATE,NI,33,781,399.8829639,13.36706539
142,PHENOL,NI,33,781,499.0419079,5.655320918
143,PHENOL,NI,33,781,476.7644226,5.488992415
144,PHENOL,NI,33,781,364.7734946,4.500002363
151,CELLULOSE,NR,33,781,576.2992038,5.326277076
152,CELLULOSE,NR,33,781,702.5493407,6.262068194
153,CELLULOSE,NR,33,781,513.431508,4.022563425
160,LIGNIN,NR,6,142,151.060062,1.38111205
161,LIGNIN,NR,6,142,161.289981,1.227841843
162,LIGNIN,NR,6,142,162.4321655,1.354514048
169,OXALATE,NR,33,781,601.097783,14.88403705
170,OXALATE,NR,33,781,815.3319233,15.98400523
171,OXALATE,NR,33,781,694.1719913,14.93371359
178,PHENOL,NR,33,781,570.4008614,4.874469485
179,PHENOL,NR,33,781,501.6491756,4.456759945
180,PHENOL,NR,33,781,,
7,CELLULOSE,CTL,35,831,,
8,CELLULOSE,CTL,35,831,766.2318214,3.767817478
9,CELLULOSE,CTL,35,831,548.3097562,2.711531573
16,LIGNIN,CTL,8,192,221.047584,1.644215548
17,LIGNIN,CTL,8,192,223.7457056,1.7160558
18,LIGNIN,CTL,8,192,204.2371485,1.359869911
25,OXALATE,CTL,35,831,581.1145967,15.49327013
26,OXALATE,CTL,35,831,730.7157855,13.11959915
27,OXALATE,CTL,35,831,550.6341612,11.73643363
34,PHENOL,CTL,35,831,616.7360919,4.707979829
35,PHENOL,CTL,35,831,628.7654764,4.964046802
36,PHENOL,CTL,35,831,665.791055,5.116452229
43,CELLULOSE,DW,35,831,902.951194,3.111280171
44,CELLULOSE,DW,35,831,718.2938852,5.913640278
45,CELLULOSE,DW,35,831,1037.753574,3.513244334
52,LIGNIN,DW,8,192,272.7159814,1.449251388
53,LIGNIN,DW,8,192,287.8910819,1.531687289
54,LIGNIN,DW,8,192,400.1933576,1.626860341
61,OXALATE,DW,35,831,986.010755,15.18381297
62,OXALATE,DW,35,831,946.3079489,16.23920055
63,OXALATE,DW,35,831,1041.705723,14.20535518
70,PHENOL,DW,35,831,1021.84106,8.219771251
71,PHENOL,DW,35,831,1136.647848,7.941104619
72,PHENOL,DW,35,831,952.6520522,7.420282726
79,CELLULOSE,DL,35,831,,
80,CELLULOSE,DL,35,831,698.8430966,3.544674466
81,CELLULOSE,DL,35,831,774.2650734,4.265569889
88,LIGNIN,DL,8,192,245.3270696,1.241900743
89,LIGNIN,DL,8,192,227.4227959,1.144746607
90,LIGNIN,DL,8,192,227.5811032,1.142196054
97,OXALATE,DL,35,831,734.5851766,13.58564863
98,OXALATE,DL,35,831,,
99,OXALATE,DL,35,831,905.1473055,12.8236158
106,PHENOL,DL,35,831,849.3714208,5.803785
107,PHENOL,DL,35,831,719.836471,5.12733131
108,PHENOL,DL,35,831,701.8387949,5.071599529
115,CELLULOSE,NI,35,831,501.9633602,7.925035741
116,CELLULOSE,NI,35,831,476.4518807,7.829125184
117,CELLULOSE,NI,35,831,477.2693269,8.158782778
124,LIGNIN,NI,8,192,143.2430796,1.063596321
125,LIGNIN,NI,8,192,136.9025239,0.955150313
126,LIGNIN,NI,8,192,143.4495885,1.048568546
133,OXALATE,NI,35,831,450.0746954,15.29575406
134,OXALATE,NI,35,831,406.4375041,14.158682
135,OXALATE,NI,35,831,413.9328455,13.39096683
142,PHENOL,NI,35,831,520.0740535,5.728438749
143,PHENOL,NI,35,831,499.8812747,5.568803573
144,PHENOL,NI,35,831,385.5087318,4.568427639
151,CELLULOSE,NR,35,831,598.5262684,5.444974885
152,CELLULOSE,NR,35,831,728.319249,6.371912047
153,CELLULOSE,NR,35,831,533.0645222,4.11049004
160,LIGNIN,NR,8,192,190.5565619,1.719332824
161,LIGNIN,NR,8,192,201.3473111,1.554688356
162,LIGNIN,NR,8,192,199.5524017,1.681704258
169,OXALATE,NR,35,831,625.7594508,14.91935835
170,OXALATE,NR,35,831,845.2408793,16.0260805
171,OXALATE,NR,35,831,720.8750263,14.97142732
178,PHENOL,NR,35,831,592.3516277,4.945574651
179,PHENOL,NR,35,831,522.135986,4.522075534
180,PHENOL,NR,35,831,,
7,CELLULOSE,CTL,36,851,,
8,CELLULOSE,CTL,36,851,778.0806633,3.858281796
9,CELLULOSE,CTL,36,851,550.5604224,2.730148666
16,LIGNIN,CTL,9,212,241.8581492,1.766067488
17,LIGNIN,CTL,9,212,244.8398389,1.83616667
18,LIGNIN,CTL,9,212,224.4817154,1.470016835
25,OXALATE,CTL,36,851,588.7751384,15.50436978
26,OXALATE,CTL,36,851,742.5795107,13.13609034
27,OXALATE,CTL,36,851,556.2066611,11.74523217
34,PHENOL,CTL,36,851,625.8319637,4.737411783
35,PHENOL,CTL,36,851,638.7555387,4.997828049
36,PHENOL,CTL,36,851,676.3557656,5.150144146
43,CELLULOSE,DW,36,851,919.1125444,3.19509788
44,CELLULOSE,DW,36,851,734.6086119,6.167697974
45,CELLULOSE,DW,36,851,1054.222009,3.586465445
52,LIGNIN,DW,9,212,298.1012387,1.562036968
53,LIGNIN,DW,9,212,314.0936654,1.647970244
54,LIGNIN,DW,9,212,435.9804402,1.747076154
61,OXALATE,DW,36,851,1002.35936,15.2044855
62,OXALATE,DW,36,851,959.2169964,16.25426307
63,OXALATE,DW,36,851,1057.936736,14.22448255
70,PHENOL,DW,36,851,1038.749071,8.267205423
71,PHENOL,DW,36,851,1155.603642,7.987472084
72,PHENOL,DW,36,851,970.5544509,7.464775553
79,CELLULOSE,DL,36,851,,
80,CELLULOSE,DL,36,851,706.3545671,3.583694545
81,CELLULOSE,DL,36,851,786.8517379,4.321649196
88,LIGNIN,DL,9,212,270.0340349,1.342277697
89,LIGNIN,DL,9,212,244.5422174,1.215127679
90,LIGNIN,DL,9,212,250.1510204,1.236952182
97,OXALATE,DL,36,851,748.7940251,13.60087125
98,OXALATE,DL,36,851,,
99,OXALATE,DL,36,851,920.6454481,12.83866698
106,PHENOL,DL,36,851,861.9182079,5.841172424
107,PHENOL,DL,36,851,730.4223863,5.157749014
108,PHENOL,DL,36,851,715.7231774,5.110902159
115,CELLULOSE,NI,36,851,510.0353736,8.014364794
116,CELLULOSE,NI,36,851,484.5929834,7.908582724
117,CELLULOSE,NI,36,851,486.3484805,8.301933243
124,LIGNIN,NI,9,212,157.3070368,1.162516745
125,LIGNIN,NI,9,212,148.5130029,1.029435284
126,LIGNIN,NI,9,212,155.4686966,1.135089928
133,OXALATE,NI,36,851,457.6784916,15.30950541
134,OXALATE,NI,36,851,409.9598058,14.16372932
135,OXALATE,NI,36,851,417.438534,13.39612725
142,PHENOL,NI,36,851,528.4965859,5.758778754
143,PHENOL,NI,36,851,509.2473421,5.601900636
144,PHENOL,NI,36,851,385.0268426,4.566351083
151,CELLULOSE,NR,36,851,603.7242335,5.46952092
152,CELLULOSE,NR,36,851,739.5249527,6.417715167
153,CELLULOSE,NR,36,851,538.8487704,4.134948008
160,LIGNIN,NR,9,212,209.1196916,1.853258569
161,LIGNIN,NR,9,212,220.3626913,1.690059124
162,LIGNIN,NR,9,212,212.473302,1.782807511
169,OXALATE,NR,36,851,636.3487639,14.93481076
